,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Average_Sales_Game,Sales_Per_Platform,Average_Sales_Per_Year,SK_Game
955,957,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82,1.81,0.9945054945054945,0.05838709677419355,0.04666666666666667,955
956,958,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.22,0.21,1.35,0.03,1.81,1.81,1.0,0.05838709677419355,0.04641025641025641,956
957,959,The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81,1.8100000000000003,1.0000000000000002,0.058387096774193556,0.04641025641025641,957
958,960,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,1.82,1.0055248618784531,0.05870967741935484,0.04641025641025641,958
959,961,Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,1.81,1.0,0.05838709677419355,0.04641025641025641,959
960,962,Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,1.82,1.0055248618784531,0.05870967741935484,0.04641025641025641,960
961,963,Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,1.7999999999999998,0.9944751381215469,0.058064516129032254,0.04641025641025641,961
962,964,Guitar Hero: World Tour,PS2,2008,Misc,Activision,1.0,0.03,0.0,0.77,1.8,1.8,1.0,0.05806451612903226,0.046153846153846156,962
963,965,Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,1.8,1.0,0.05806451612903226,0.046153846153846156,963
964,966,Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,1.7999999999999998,0.9999999999999999,0.058064516129032254,0.046153846153846156,964
965,967,NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.21,0.03,0.16,1.8,1.8099999999999998,1.0055555555555555,0.05838709677419354,0.046153846153846156,965
966,968,NFL GameDay 2000,PS,1999,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,1.8000000000000003,1.0000000000000002,0.05806451612903227,0.046153846153846156,966
967,969,Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.49,0.96,0.07,0.27,1.79,1.79,1.0,0.05774193548387097,0.0458974358974359,967
968,970,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,1.79,1.0,0.05774193548387097,0.0458974358974359,968
969,971,Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79,1.8,1.005586592178771,0.05806451612903226,0.0458974358974359,969
970,972,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78,1.79,1.0056179775280898,0.05774193548387097,0.045641025641025644,970
971,973,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,1.78,1.0,0.05741935483870968,0.045641025641025644,971
972,974,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.03,1.49,0.03,1.78,1.78,1.0,0.05741935483870968,0.045641025641025644,972
973,975,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.58,0.0,0.08,1.78,1.7800000000000002,1.0000000000000002,0.057419354838709684,0.045641025641025644,973
974,976,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,1.7799999999999998,0.9999999999999999,0.05741935483870967,0.045641025641025644,974
975,977,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,0.95,0.36,0.14,1.78,1.77,0.9943820224719101,0.05709677419354839,0.045641025641025644,975
976,978,Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.94,0.06,0.33,1.78,1.78,1.0,0.05741935483870968,0.045641025641025644,976
977,979,Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78,1.7799999999999998,0.9999999999999999,0.05741935483870967,0.045641025641025644,977
978,980,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.93,0.57,0.14,0.13,1.77,1.77,1.0,0.05709677419354839,0.045384615384615384,978
979,981,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,1.7699999999999998,0.9999999999999999,0.05709677419354838,0.045384615384615384,979
980,982,High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.16,0.45,0.0,0.16,1.77,1.7699999999999998,0.9999999999999999,0.05709677419354838,0.045384615384615384,980
981,983,Wii Party U,WiiU,2013,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77,1.77,1.0,0.05709677419354839,0.045384615384615384,981
982,984,Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.59,0.03,0.0,0.15,1.77,1.77,1.0,0.05709677419354839,0.045384615384615384,982
983,985,Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,1.7800000000000002,1.0056497175141244,0.057419354838709684,0.045384615384615384,983
984,986,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,1.76,0.9943502824858756,0.0567741935483871,0.045384615384615384,984
985,987,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,1.78,1.0056497175141244,0.05741935483870968,0.045384615384615384,985
986,988,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.45,0.01,0.24,1.77,1.77,1.0,0.05709677419354839,0.045384615384615384,986
987,989,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,987
988,990,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,988
989,991,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,989
990,992,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,1.77,1.0056818181818181,0.05709677419354839,0.04512820512820513,990
991,993,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,991
992,994,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,1.7600000000000002,1.0000000000000002,0.05677419354838711,0.04512820512820513,992
993,995,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,1.75,0.9943181818181818,0.056451612903225805,0.04512820512820513,993
994,996,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,994
995,997,State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,1.75,0.9943181818181818,0.056451612903225805,0.04512820512820513,995
996,998,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,996
997,999,Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.9,0.01,0.17,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,997
998,1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0.0,0.03,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,998
999,1001,Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.11,0.48,0.0,0.16,1.76,1.75,0.9943181818181818,0.056451612903225805,0.04512820512820513,999
1000,1002,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,1000
1001,1003,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,1001
1002,1004,Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,1.76,1.0,0.0567741935483871,0.04512820512820513,1002
1003,1005,Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,1.76,1.0057142857142858,0.0567741935483871,0.04487179487179487,1003
1004,1006,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75,1.76,1.0057142857142858,0.0567741935483871,0.04487179487179487,1004
1005,1007,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,1.76,1.0057142857142858,0.0567741935483871,0.04487179487179487,1005
1006,1008,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,1.76,1.0057142857142858,0.0567741935483871,0.04487179487179487,1006
1007,1009,Crackdown,X360,2007,Shooter,Microsoft Game Studios,1.0,0.54,0.03,0.18,1.75,1.75,1.0,0.056451612903225805,0.04487179487179487,1007
1008,1010,Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,1.75,1.0,0.056451612903225805,0.04487179487179487,1008
1009,1011,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,1.76,1.0057142857142858,0.0567741935483871,0.04487179487179487,1009
1010,1012,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,1.75,1.0,0.056451612903225805,0.04487179487179487,1010
1011,1013,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.83,0.66,0.08,0.18,1.75,1.75,1.0,0.056451612903225805,0.04487179487179487,1011
1012,1014,Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,1.74,0.9942857142857143,0.056129032258064517,0.04487179487179487,1012
1013,1015,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0.0,0.03,1.75,1.74,0.9942857142857143,0.056129032258064517,0.04487179487179487,1013
1014,1016,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,1.75,1.0057471264367817,0.056451612903225805,0.04461538461538461,1014
1015,1017,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,1.74,1.0,0.056129032258064517,0.04461538461538461,1015
1016,1018,Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74,1.73,0.9942528735632183,0.05580645161290323,0.04461538461538461,1016
1017,1019,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.19,0.4,0.0,0.16,1.74,1.7499999999999998,1.0057471264367814,0.0564516129032258,0.04461538461538461,1017
1018,1020,Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74,1.75,1.0057471264367817,0.056451612903225805,0.04461538461538461,1018
1019,1021,Sonic Colors,Wii,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74,1.7399999999999998,0.9999999999999999,0.05612903225806451,0.04461538461538461,1019
1020,1022,Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74,1.74,1.0,0.056129032258064517,0.04461538461538461,1020
1021,1023,Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74,1.74,1.0,0.056129032258064517,0.04461538461538461,1021
1022,1024,Diablo III,PS4,2014,Role-Playing,Activision,0.49,0.88,0.06,0.3,1.74,1.7300000000000002,0.9942528735632186,0.055806451612903235,0.04461538461538461,1022
1023,1025,Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,0.59,0.75,0.13,0.27,1.74,1.7399999999999998,0.9999999999999999,0.05612903225806451,0.04461538461538461,1023
1024,1026,Destiny,PS3,2014,Shooter,Activision,0.67,0.66,0.12,0.27,1.73,1.7200000000000002,0.9942196531791909,0.05548387096774194,0.04435897435897436,1024
1025,1027,SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,1.73,1.0,0.05580645161290323,0.04435897435897436,1025
1026,1028,Overwatch,PS4,2016,Shooter,Activision,0.64,0.68,0.14,0.26,1.73,1.72,0.9942196531791907,0.05548387096774193,0.04435897435897436,1026
1027,1029,Twisted Metal III,PS,1998,Action,989 Studios,1.48,0.2,0.0,0.05,1.73,1.73,1.0,0.05580645161290323,0.04435897435897436,1027
1028,1030,Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,1.7300000000000002,1.0000000000000002,0.055806451612903235,0.04435897435897436,1028
1029,1031,Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.15,0.44,0.0,0.14,1.73,1.73,1.0,0.05580645161290323,0.04435897435897436,1029
1030,1032,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,1.73,1.0,0.05580645161290323,0.04435897435897436,1030
1031,1033,Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73,1.73,1.0,0.05580645161290323,0.04435897435897436,1031
1032,1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72,1.73,1.005813953488372,0.05580645161290323,0.0441025641025641,1032
1033,1035,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.72,1.7200000000000002,1.0000000000000002,0.05548387096774194,0.0441025641025641,1033
1034,1036,The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.66,0.78,0.0,0.28,1.72,1.72,1.0,0.05548387096774193,0.0441025641025641,1034
1035,1037,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0.0,0.94,1.72,1.73,1.005813953488372,0.05580645161290323,0.0441025641025641,1035
1036,1038,Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.83,0.0,0.19,1.72,1.7199999999999998,0.9999999999999999,0.055483870967741926,0.0441025641025641,1036
1037,1039,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0.0,0.33,1.72,1.72,1.0,0.05548387096774193,0.0441025641025641,1037
1038,1040,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,1.7200000000000002,1.0000000000000002,0.05548387096774194,0.0441025641025641,1038
1039,1041,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,1.71,0.9941860465116279,0.055161290322580644,0.0441025641025641,1039
1040,1042,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0.0,0.25,1.71,1.71,1.0,0.055161290322580644,0.04384615384615385,1040
1041,1043,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0.0,0.12,1.71,1.71,1.0,0.055161290322580644,0.04384615384615385,1041
1042,1044,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0.0,0.08,1.71,1.71,1.0,0.055161290322580644,0.04384615384615385,1042
1043,1045,Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.41,0.0,0.15,1.71,1.7099999999999997,0.9999999999999999,0.05516129032258064,0.04384615384615385,1043
1044,1046,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,1.72,1.0058479532163742,0.05548387096774193,0.04384615384615385,1044
1045,1047,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,1.7100000000000002,1.0000000000000002,0.05516129032258065,0.04384615384615385,1045
1046,1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71,1.71,1.0,0.055161290322580644,0.04384615384615385,1046
1047,1049,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71,1.7000000000000002,0.9941520467836259,0.05483870967741936,0.04384615384615385,1047
1048,1050,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0.0,0.0,0.12,1.7,1.7000000000000002,1.0000000000000002,0.05483870967741936,0.04358974358974359,1048
1049,1051,The Crew,PS4,2014,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7,1.7100000000000002,1.0058823529411767,0.05516129032258065,0.04358974358974359,1049
1050,1052,FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7,1.7,1.0,0.054838709677419356,0.04358974358974359,1050
1051,1053,We Ski,Wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7,1.6999999999999997,0.9999999999999999,0.05483870967741935,0.04358974358974359,1051
1052,1054,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.49,1.12,0.0,0.09,1.7,1.7000000000000002,1.0000000000000002,0.05483870967741936,0.04358974358974359,1052
1053,1055,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7,1.7000000000000002,1.0000000000000002,0.05483870967741936,0.04358974358974359,1053
1054,1056,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7,1.7,1.0,0.054838709677419356,0.04358974358974359,1054
1055,1057,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0.0,0.19,1.7,1.71,1.0058823529411764,0.055161290322580644,0.04358974358974359,1055
1056,1058,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,1.69,0.9941176470588236,0.05451612903225806,0.04358974358974359,1056
1057,1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,1.7000000000000002,1.0059171597633136,0.05483870967741936,0.043333333333333335,1057
1058,1060,NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0.0,0.15,1.69,1.69,1.0,0.05451612903225806,0.043333333333333335,1058
1059,1061,Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.69,1.69,1.0,0.05451612903225806,0.043333333333333335,1059
1060,1062,Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69,1.69,1.0,0.05451612903225806,0.043333333333333335,1060
1061,1063,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69,1.6900000000000002,1.0000000000000002,0.05451612903225807,0.043333333333333335,1061
1062,1064,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69,1.7,1.0059171597633136,0.054838709677419356,0.043333333333333335,1062
1063,1065,FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0.0,0.13,1.69,1.69,1.0,0.05451612903225806,0.043333333333333335,1063
1064,1066,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,1.7000000000000002,1.0059171597633136,0.05483870967741936,0.043333333333333335,1064
1065,1067,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,1.6900000000000002,1.0000000000000002,0.05451612903225807,0.043333333333333335,1065
1066,1068,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,1.6900000000000002,1.0000000000000002,0.05451612903225807,0.043333333333333335,1066
1067,1069,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18,1.69,1.69,1.0,0.05451612903225806,0.043333333333333335,1067
1068,1070,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69,1.6900000000000002,1.0000000000000002,0.05451612903225807,0.043333333333333335,1068
1069,1071,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.19,1.69,1.69,1.0,0.05451612903225806,0.043333333333333335,1069
1070,1072,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,1.68,0.9940828402366864,0.05419354838709677,0.043333333333333335,1070
1071,1073,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3,1.69,1.6900000000000002,1.0000000000000002,0.05451612903225807,0.043333333333333335,1071
1072,1074,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.47,0.0,0.32,1.68,1.6900000000000002,1.0059523809523812,0.05451612903225807,0.043076923076923075,1072
1073,1075,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22,1.68,1.68,1.0,0.05419354838709677,0.043076923076923075,1073
1074,1076,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68,1.6800000000000002,1.0000000000000002,0.05419354838709678,0.043076923076923075,1074
1075,1077,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0.0,0.15,1.68,1.69,1.005952380952381,0.05451612903225806,0.043076923076923075,1075
1076,1078,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,1.68,1.0,0.05419354838709677,0.043076923076923075,1076
1077,1079,Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,1.6800000000000002,1.0000000000000002,0.05419354838709678,0.043076923076923075,1077
1078,1080,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,1.67,0.9940476190476191,0.053870967741935484,0.043076923076923075,1078
1079,1081,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.23,0.3,0.0,0.14,1.68,1.67,0.9940476190476191,0.053870967741935484,0.043076923076923075,1079
1080,1082,MySims,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68,1.67,0.9940476190476191,0.053870967741935484,0.043076923076923075,1080
1081,1083,Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,1.68,1.0,0.05419354838709677,0.043076923076923075,1081
1082,1084,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0.0,0.17,1.67,1.6799999999999997,1.0059880239520957,0.054193548387096765,0.042820512820512815,1082
1083,1085,SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,1.6700000000000002,1.0000000000000002,0.05387096774193549,0.042820512820512815,1083
1084,1086,Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.67,1.67,1.0,0.053870967741935484,0.042820512820512815,1084
1085,1087,Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,1.6700000000000002,1.0000000000000002,0.05387096774193549,0.042820512820512815,1085
1086,1088,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67,1.67,1.0,0.053870967741935484,0.042820512820512815,1086
1087,1089,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67,1.67,1.0,0.053870967741935484,0.042820512820512815,1087
1088,1090,Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,1.67,1.0,0.053870967741935484,0.042820512820512815,1088
1089,1091,Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,1.67,1.0,0.053870967741935484,0.042820512820512815,1089
1090,1092,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,1.6700000000000002,1.0000000000000002,0.05387096774193549,0.042820512820512815,1090
